"","date","parties","value","size","name","firm","date_from","sample_size"
"8317","2023-12-01","Con",25.03,1,"line Con","","",""
"8318","2023-12-01","Lab",43.75,1,"line Lab","","",""
"8319","2023-12-01","LibDem",10.63,1,"line LibDem","","",""
"8320","2023-12-01","UKIP",1.08,1,"line UKIP","","",""
"8321","2023-12-01","Green",5.85,1,"line Green","","",""
"8322","2023-12-01","SNP",3.15,1,"line SNP","","",""
"8323","2023-12-01","PLPW",1,1,"line PLPW","","",""
"8324","2023-12-01","BP",8.37,1,"line BP","","",""
"8325","2023-12-01","ChUK",NA,1,"line ChUK","","",""
"8326","2023-12-02","Con",25.1,1,"line Con","","",""
"8327","2023-12-02","Lab",43.65,1,"line Lab","","",""
"8328","2023-12-02","LibDem",10.82,1,"line LibDem","","",""
"8329","2023-12-02","UKIP",1.08,1,"line UKIP","","",""
"8330","2023-12-02","Green",5.61,1,"line Green","","",""
"8331","2023-12-02","SNP",3.09,1,"line SNP","","",""
"8332","2023-12-02","PLPW",1,1,"line PLPW","","",""
"8333","2023-12-02","BP",8.36,1,"line BP","","",""
"8334","2023-12-02","ChUK",NA,1,"line ChUK","","",""
"8335","2023-12-03","Con",25.18,1,"line Con","","",""
"8336","2023-12-03","Lab",43.55,1,"line Lab","","",""
"8337","2023-12-03","LibDem",11,1,"line LibDem","","",""
"8338","2023-12-03","UKIP",1.08,1,"line UKIP","","",""
"8339","2023-12-03","Green",5.36,1,"line Green","","",""
"8340","2023-12-03","SNP",3.02,1,"line SNP","","",""
"8341","2023-12-03","PLPW",1,1,"line PLPW","","",""
"8342","2023-12-03","BP",8.36,1,"line BP","","",""
"8343","2023-12-03","ChUK",NA,1,"line ChUK","","",""
"8344","2023-12-04","Con",25.06,1,"line Con","","",""
"8345","2023-12-04","Lab",43.54,1,"line Lab","","",""
"8346","2023-12-04","LibDem",11.09,1,"line LibDem","","",""
"8347","2023-12-04","UKIP",1.08,1,"line UKIP","","",""
"8348","2023-12-04","Green",5.52,1,"line Green","","",""
"8349","2023-12-04","SNP",2.97,1,"line SNP","","",""
"8350","2023-12-04","PLPW",1,1,"line PLPW","","",""
"8351","2023-12-04","BP",8.32,1,"line BP","","",""
"8352","2023-12-04","ChUK",NA,1,"line ChUK","","",""
"8353","2023-12-05","Con",24.89,1,"line Con","","",""
"8354","2023-12-05","Lab",43.57,1,"line Lab","","",""
"8355","2023-12-05","LibDem",11.08,1,"line LibDem","","",""
"8356","2023-12-05","UKIP",1.08,1,"line UKIP","","",""
"8357","2023-12-05","Green",5.63,1,"line Green","","",""
"8358","2023-12-05","SNP",2.91,1,"line SNP","","",""
"8359","2023-12-05","PLPW",1,1,"line PLPW","","",""
"8360","2023-12-05","BP",8.54,1,"line BP","","",""
"8361","2023-12-05","ChUK",NA,1,"line ChUK","","",""
"8362","2023-12-06","Con",24.72,1,"line Con","","",""
"8363","2023-12-06","Lab",43.6,1,"line Lab","","",""
"8364","2023-12-06","LibDem",11.06,1,"line LibDem","","",""
"8365","2023-12-06","UKIP",1.08,1,"line UKIP","","",""
"8366","2023-12-06","Green",5.74,1,"line Green","","",""
"8367","2023-12-06","SNP",2.85,1,"line SNP","","",""
"8368","2023-12-06","PLPW",1,1,"line PLPW","","",""
"8369","2023-12-06","BP",8.75,1,"line BP","","",""
"8370","2023-12-06","ChUK",NA,1,"line ChUK","","",""
"8371","2023-12-07","Con",24.54,1,"line Con","","",""
"8372","2023-12-07","Lab",43.62,1,"line Lab","","",""
"8373","2023-12-07","LibDem",11.05,1,"line LibDem","","",""
"8374","2023-12-07","UKIP",1.08,1,"line UKIP","","",""
"8375","2023-12-07","Green",5.85,1,"line Green","","",""
"8376","2023-12-07","SNP",2.79,1,"line SNP","","",""
"8377","2023-12-07","PLPW",1,1,"line PLPW","","",""
"8378","2023-12-07","BP",8.97,1,"line BP","","",""
"8379","2023-12-07","ChUK",NA,1,"line ChUK","","",""
"8380","2023-12-08","Con",24.64,1,"line Con","","",""
"8381","2023-12-08","Lab",43.55,1,"line Lab","","",""
"8382","2023-12-08","LibDem",11.05,1,"line LibDem","","",""
"8383","2023-12-08","UKIP",1.08,1,"line UKIP","","",""
"8384","2023-12-08","Green",5.62,1,"line Green","","",""
"8385","2023-12-08","SNP",2.6,1,"line SNP","","",""
"8386","2023-12-08","PLPW",1,1,"line PLPW","","",""
"8387","2023-12-08","BP",9.05,1,"line BP","","",""
"8388","2023-12-08","ChUK",NA,1,"line ChUK","","",""
"8389","2023-12-09","Con",24.73,1,"line Con","","",""
"8390","2023-12-09","Lab",43.43,1,"line Lab","","",""
"8391","2023-12-09","LibDem",11.06,1,"line LibDem","","",""
"8392","2023-12-09","UKIP",1.08,1,"line UKIP","","",""
"8393","2023-12-09","Green",5.49,1,"line Green","","",""
"8394","2023-12-09","SNP",2.62,1,"line SNP","","",""
"8395","2023-12-09","PLPW",1,1,"line PLPW","","",""
"8396","2023-12-09","BP",9.14,1,"line BP","","",""
"8397","2023-12-09","ChUK",NA,1,"line ChUK","","",""
"8398","2023-12-10","Con",24.82,1,"line Con","","",""
"8399","2023-12-10","Lab",43.31,1,"line Lab","","",""
"8400","2023-12-10","LibDem",11.07,1,"line LibDem","","",""
"8401","2023-12-10","UKIP",1.08,1,"line UKIP","","",""
"8402","2023-12-10","Green",5.36,1,"line Green","","",""
"8403","2023-12-10","SNP",2.64,1,"line SNP","","",""
"8404","2023-12-10","PLPW",1,1,"line PLPW","","",""
"8405","2023-12-10","BP",9.22,1,"line BP","","",""
"8406","2023-12-10","ChUK",NA,1,"line ChUK","","",""
"8407","2023-12-11","Con",24.84,1,"line Con","","",""
"8408","2023-12-11","Lab",43.22,1,"line Lab","","",""
"8409","2023-12-11","LibDem",11.01,1,"line LibDem","","",""
"8410","2023-12-11","UKIP",1.07,1,"line UKIP","","",""
"8411","2023-12-11","Green",5.64,1,"line Green","","",""
"8412","2023-12-11","SNP",2.77,1,"line SNP","","",""
"8413","2023-12-11","PLPW",1,1,"line PLPW","","",""
"8414","2023-12-11","BP",9.14,1,"line BP","","",""
"8415","2023-12-11","ChUK",NA,1,"line ChUK","","",""
"8416","2023-12-12","Con",24.73,1,"line Con","","",""
"8417","2023-12-12","Lab",43.21,1,"line Lab","","",""
"8418","2023-12-12","LibDem",10.94,1,"line LibDem","","",""
"8419","2023-12-12","UKIP",1.07,1,"line UKIP","","",""
"8420","2023-12-12","Green",5.79,1,"line Green","","",""
"8421","2023-12-12","SNP",2.85,1,"line SNP","","",""
"8422","2023-12-12","PLPW",1,1,"line PLPW","","",""
"8423","2023-12-12","BP",9.25,1,"line BP","","",""
"8424","2023-12-12","ChUK",NA,1,"line ChUK","","",""
"8425","2023-12-13","Con",24.62,1,"line Con","","",""
"8426","2023-12-13","Lab",43.2,1,"line Lab","","",""
"8427","2023-12-13","LibDem",10.87,1,"line LibDem","","",""
"8428","2023-12-13","UKIP",1.07,1,"line UKIP","","",""
"8429","2023-12-13","Green",5.93,1,"line Green","","",""
"8430","2023-12-13","SNP",2.94,1,"line SNP","","",""
"8431","2023-12-13","PLPW",1,1,"line PLPW","","",""
"8432","2023-12-13","BP",9.37,1,"line BP","","",""
"8433","2023-12-13","ChUK",NA,1,"line ChUK","","",""
"8434","2023-12-14","Con",24.67,1,"line Con","","",""
"8435","2023-12-14","Lab",43.16,1,"line Lab","","",""
"8436","2023-12-14","LibDem",10.89,1,"line LibDem","","",""
"8437","2023-12-14","UKIP",1.07,1,"line UKIP","","",""
"8438","2023-12-14","Green",5.91,1,"line Green","","",""
"8439","2023-12-14","SNP",3,1,"line SNP","","",""
"8440","2023-12-14","PLPW",1,1,"line PLPW","","",""
"8441","2023-12-14","BP",9.33,1,"line BP","","",""
"8442","2023-12-14","ChUK",NA,1,"line ChUK","","",""
"8443","2023-12-15","Con",24.85,1,"line Con","","",""
"8444","2023-12-15","Lab",43.09,1,"line Lab","","",""
"8445","2023-12-15","LibDem",10.83,1,"line LibDem","","",""
"8446","2023-12-15","UKIP",1.07,1,"line UKIP","","",""
"8447","2023-12-15","Green",5.75,1,"line Green","","",""
"8448","2023-12-15","SNP",3.06,1,"line SNP","","",""
"8449","2023-12-15","PLPW",1,1,"line PLPW","","",""
"8450","2023-12-15","BP",9.32,1,"line BP","","",""
"8451","2023-12-15","ChUK",NA,1,"line ChUK","","",""
"8452","2023-12-16","Con",24.93,1,"line Con","","",""
"8453","2023-12-16","Lab",43.04,1,"line Lab","","",""
"8454","2023-12-16","LibDem",10.81,1,"line LibDem","","",""
"8455","2023-12-16","UKIP",1.07,1,"line UKIP","","",""
"8456","2023-12-16","Green",5.51,1,"line Green","","",""
"8457","2023-12-16","SNP",3.15,1,"line SNP","","",""
"8458","2023-12-16","PLPW",1,1,"line PLPW","","",""
"8459","2023-12-16","BP",9.36,1,"line BP","","",""
"8460","2023-12-16","ChUK",NA,1,"line ChUK","","",""
"8461","2023-12-17","Con",25.02,1,"line Con","","",""
"8462","2023-12-17","Lab",43,1,"line Lab","","",""
"8463","2023-12-17","LibDem",10.79,1,"line LibDem","","",""
"8464","2023-12-17","UKIP",1.07,1,"line UKIP","","",""
"8465","2023-12-17","Green",5.26,1,"line Green","","",""
"8466","2023-12-17","SNP",3.24,1,"line SNP","","",""
"8467","2023-12-17","PLPW",1,1,"line PLPW","","",""
"8468","2023-12-17","BP",9.4,1,"line BP","","",""
"8469","2023-12-17","ChUK",NA,1,"line ChUK","","",""
"8470","2023-12-18","Con",25.04,1,"line Con","","",""
"8471","2023-12-18","Lab",42.99,1,"line Lab","","",""
"8472","2023-12-18","LibDem",10.84,1,"line LibDem","","",""
"8473","2023-12-18","UKIP",1.07,1,"line UKIP","","",""
"8474","2023-12-18","Green",5.41,1,"line Green","","",""
"8475","2023-12-18","SNP",3.18,1,"line SNP","","",""
"8476","2023-12-18","PLPW",1,1,"line PLPW","","",""
"8477","2023-12-18","BP",9.43,1,"line BP","","",""
"8478","2023-12-18","ChUK",NA,1,"line ChUK","","",""
"8479","2023-12-19","Con",25.06,1,"line Con","","",""
"8480","2023-12-19","Lab",42.98,1,"line Lab","","",""
"8481","2023-12-19","LibDem",10.89,1,"line LibDem","","",""
"8482","2023-12-19","UKIP",1.07,1,"line UKIP","","",""
"8483","2023-12-19","Green",5.57,1,"line Green","","",""
"8484","2023-12-19","SNP",3.12,1,"line SNP","","",""
"8485","2023-12-19","PLPW",1,1,"line PLPW","","",""
"8486","2023-12-19","BP",9.46,1,"line BP","","",""
"8487","2023-12-19","ChUK",NA,1,"line ChUK","","",""
"8488","2023-12-20","Con",25.09,1,"line Con","","",""
"8489","2023-12-20","Lab",42.97,1,"line Lab","","",""
"8490","2023-12-20","LibDem",10.94,1,"line LibDem","","",""
"8491","2023-12-20","UKIP",1.07,1,"line UKIP","","",""
"8492","2023-12-20","Green",5.72,1,"line Green","","",""
"8493","2023-12-20","SNP",3.06,1,"line SNP","","",""
"8494","2023-12-20","PLPW",1,1,"line PLPW","","",""
"8495","2023-12-20","BP",9.48,1,"line BP","","",""
"8496","2023-12-20","ChUK",NA,1,"line ChUK","","",""
"8497","2023-12-21","Con",25.11,1,"line Con","","",""
"8498","2023-12-21","Lab",42.97,1,"line Lab","","",""
"8499","2023-12-21","LibDem",10.98,1,"line LibDem","","",""
"8500","2023-12-21","UKIP",1.07,1,"line UKIP","","",""
"8501","2023-12-21","Green",5.88,1,"line Green","","",""
"8502","2023-12-21","SNP",3,1,"line SNP","","",""
"8503","2023-12-21","PLPW",1,1,"line PLPW","","",""
"8504","2023-12-21","BP",9.51,1,"line BP","","",""
"8505","2023-12-21","ChUK",NA,1,"line ChUK","","",""
"8506","2023-12-22","Con",25.24,1,"line Con","","",""
"8507","2023-12-22","Lab",42.96,1,"line Lab","","",""
"8508","2023-12-22","LibDem",11.03,1,"line LibDem","","",""
"8509","2023-12-22","UKIP",1.07,1,"line UKIP","","",""
"8510","2023-12-22","Green",5.88,1,"line Green","","",""
"8511","2023-12-22","SNP",2.94,1,"line SNP","","",""
"8512","2023-12-22","PLPW",1,1,"line PLPW","","",""
"8513","2023-12-22","BP",9.49,1,"line BP","","",""
"8514","2023-12-22","ChUK",NA,1,"line ChUK","","",""
"8515","2023-12-23","Con",25.31,1,"line Con","","",""
"8516","2023-12-23","Lab",43.01,1,"line Lab","","",""
"8517","2023-12-23","LibDem",11.02,1,"line LibDem","","",""
"8518","2023-12-23","UKIP",1.07,1,"line UKIP","","",""
"8519","2023-12-23","Green",5.87,1,"line Green","","",""
"8520","2023-12-23","SNP",2.86,1,"line SNP","","",""
"8521","2023-12-23","PLPW",1.01,1,"line PLPW","","",""
"8522","2023-12-23","BP",9.51,1,"line BP","","",""
"8523","2023-12-23","ChUK",NA,1,"line ChUK","","",""
"8524","2023-12-24","Con",25.38,1,"line Con","","",""
"8525","2023-12-24","Lab",43.05,1,"line Lab","","",""
"8526","2023-12-24","LibDem",11,1,"line LibDem","","",""
"8527","2023-12-24","UKIP",1.07,1,"line UKIP","","",""
"8528","2023-12-24","Green",5.86,1,"line Green","","",""
"8529","2023-12-24","SNP",2.79,1,"line SNP","","",""
"8530","2023-12-24","PLPW",1.01,1,"line PLPW","","",""
"8531","2023-12-24","BP",9.53,1,"line BP","","",""
"8532","2023-12-24","ChUK",NA,1,"line ChUK","","",""
"8533","2023-12-25","Con",25.44,1,"line Con","","",""
"8534","2023-12-25","Lab",43.1,1,"line Lab","","",""
"8535","2023-12-25","LibDem",10.98,1,"line LibDem","","",""
"8536","2023-12-25","UKIP",1.07,1,"line UKIP","","",""
"8537","2023-12-25","Green",5.85,1,"line Green","","",""
"8538","2023-12-25","SNP",2.71,1,"line SNP","","",""
"8539","2023-12-25","PLPW",1.01,1,"line PLPW","","",""
"8540","2023-12-25","BP",9.55,1,"line BP","","",""
"8541","2023-12-25","ChUK",NA,1,"line ChUK","","",""
"8542","2023-12-26","Con",25.51,1,"line Con","","",""
"8543","2023-12-26","Lab",43.15,1,"line Lab","","",""
"8544","2023-12-26","LibDem",10.97,1,"line LibDem","","",""
"8545","2023-12-26","UKIP",1.07,1,"line UKIP","","",""
"8546","2023-12-26","Green",5.84,1,"line Green","","",""
"8547","2023-12-26","SNP",2.64,1,"line SNP","","",""
"8548","2023-12-26","PLPW",1.01,1,"line PLPW","","",""
"8549","2023-12-26","BP",9.57,1,"line BP","","",""
"8550","2023-12-26","ChUK",NA,1,"line ChUK","","",""
"8551","2023-12-27","Con",25.58,1,"line Con","","",""
"8552","2023-12-27","Lab",43.2,1,"line Lab","","",""
"8553","2023-12-27","LibDem",10.95,1,"line LibDem","","",""
"8554","2023-12-27","UKIP",1.07,1,"line UKIP","","",""
"8555","2023-12-27","Green",5.83,1,"line Green","","",""
"8556","2023-12-27","SNP",2.56,1,"line SNP","","",""
"8557","2023-12-27","PLPW",1.01,1,"line PLPW","","",""
"8558","2023-12-27","BP",9.59,1,"line BP","","",""
"8559","2023-12-27","ChUK",NA,1,"line ChUK","","",""
"8560","2023-12-28","Con",25.64,1,"line Con","","",""
"8561","2023-12-28","Lab",43.24,1,"line Lab","","",""
"8562","2023-12-28","LibDem",10.93,1,"line LibDem","","",""
"8563","2023-12-28","UKIP",1.07,1,"line UKIP","","",""
"8564","2023-12-28","Green",5.82,1,"line Green","","",""
"8565","2023-12-28","SNP",2.49,1,"line SNP","","",""
"8566","2023-12-28","PLPW",1.01,1,"line PLPW","","",""
"8567","2023-12-28","BP",9.61,1,"line BP","","",""
"8568","2023-12-28","ChUK",NA,1,"line ChUK","","",""
"8569","2023-12-29","Con",25.71,1,"line Con","","",""
"8570","2023-12-29","Lab",43.29,1,"line Lab","","",""
"8571","2023-12-29","LibDem",10.92,1,"line LibDem","","",""
"8572","2023-12-29","UKIP",1.07,1,"line UKIP","","",""
"8573","2023-12-29","Green",5.81,1,"line Green","","",""
"8574","2023-12-29","SNP",2.42,1,"line SNP","","",""
"8575","2023-12-29","PLPW",1.01,1,"line PLPW","","",""
"8576","2023-12-29","BP",9.63,1,"line BP","","",""
"8577","2023-12-29","ChUK",NA,1,"line ChUK","","",""
"8578","2023-12-30","Con",25.68,1,"line Con","","",""
"8579","2023-12-30","Lab",43.38,1,"line Lab","","",""
"8580","2023-12-30","LibDem",10.81,1,"line LibDem","","",""
"8581","2023-12-30","UKIP",1.06,1,"line UKIP","","",""
"8582","2023-12-30","Green",5.77,1,"line Green","","",""
"8583","2023-12-30","SNP",2.52,1,"line SNP","","",""
"8584","2023-12-30","PLPW",1.01,1,"line PLPW","","",""
"8585","2023-12-30","BP",9.72,1,"line BP","","",""
"8586","2023-12-30","ChUK",NA,1,"line ChUK","","",""
"8587","2023-12-31","Con",25.63,1,"line Con","","",""
"8588","2023-12-31","Lab",43.49,1,"line Lab","","",""
"8589","2023-12-31","LibDem",10.69,1,"line LibDem","","",""
"8590","2023-12-31","UKIP",1.06,1,"line UKIP","","",""
"8591","2023-12-31","Green",5.7,1,"line Green","","",""
"8592","2023-12-31","SNP",2.52,1,"line SNP","","",""
"8593","2023-12-31","PLPW",1.01,1,"line PLPW","","",""
"8594","2023-12-31","BP",9.71,1,"line BP","","",""
"8595","2023-12-31","ChUK",NA,1,"line ChUK","","",""
"8596","2024-01-01","Con",25.59,1,"line Con","","",""
"8597","2024-01-01","Lab",43.59,1,"line Lab","","",""
"8598","2024-01-01","LibDem",10.58,1,"line LibDem","","",""
"8599","2024-01-01","UKIP",1.06,1,"line UKIP","","",""
"8600","2024-01-01","Green",5.64,1,"line Green","","",""
"8601","2024-01-01","SNP",2.51,1,"line SNP","","",""
"8602","2024-01-01","PLPW",1.01,1,"line PLPW","","",""
"8603","2024-01-01","BP",9.71,1,"line BP","","",""
"8604","2024-01-01","ChUK",NA,1,"line ChUK","","",""
"8605","2024-01-02","Con",25.55,1,"line Con","","",""
"8606","2024-01-02","Lab",43.7,1,"line Lab","","",""
"8607","2024-01-02","LibDem",10.46,1,"line LibDem","","",""
"8608","2024-01-02","UKIP",1.06,1,"line UKIP","","",""
"8609","2024-01-02","Green",5.57,1,"line Green","","",""
"8610","2024-01-02","SNP",2.51,1,"line SNP","","",""
"8611","2024-01-02","PLPW",1.01,1,"line PLPW","","",""
"8612","2024-01-02","BP",9.7,1,"line BP","","",""
"8613","2024-01-02","ChUK",NA,1,"line ChUK","","",""
"8614","2024-01-03","Con",25.5,1,"line Con","","",""
"8615","2024-01-03","Lab",43.8,1,"line Lab","","",""
"8616","2024-01-03","LibDem",10.34,1,"line LibDem","","",""
"8617","2024-01-03","UKIP",1.06,1,"line UKIP","","",""
"8618","2024-01-03","Green",5.5,1,"line Green","","",""
"8619","2024-01-03","SNP",2.5,1,"line SNP","","",""
"8620","2024-01-03","PLPW",1.01,1,"line PLPW","","",""
"8621","2024-01-03","BP",9.7,1,"line BP","","",""
"8622","2024-01-03","ChUK",NA,1,"line ChUK","","",""
"8623","2024-01-04","Con",25.46,1,"line Con","","",""
"8624","2024-01-04","Lab",43.91,1,"line Lab","","",""
"8625","2024-01-04","LibDem",10.22,1,"line LibDem","","",""
"8626","2024-01-04","UKIP",1.06,1,"line UKIP","","",""
"8627","2024-01-04","Green",5.43,1,"line Green","","",""
"8628","2024-01-04","SNP",2.5,1,"line SNP","","",""
"8629","2024-01-04","PLPW",1.01,1,"line PLPW","","",""
"8630","2024-01-04","BP",9.69,1,"line BP","","",""
"8631","2024-01-04","ChUK",NA,1,"line ChUK","","",""
"8632","2024-01-05","Con",25.41,1,"line Con","","",""
"8633","2024-01-05","Lab",44.01,1,"line Lab","","",""
"8634","2024-01-05","LibDem",10.1,1,"line LibDem","","",""
"8635","2024-01-05","UKIP",1.06,1,"line UKIP","","",""
"8636","2024-01-05","Green",5.37,1,"line Green","","",""
"8637","2024-01-05","SNP",2.49,1,"line SNP","","",""
"8638","2024-01-05","PLPW",1.01,1,"line PLPW","","",""
"8639","2024-01-05","BP",9.69,1,"line BP","","",""
"8640","2024-01-05","ChUK",NA,1,"line ChUK","","",""
"8641","2024-01-06","Con",25.39,1,"line Con","","",""
"8642","2024-01-06","Lab",44.03,1,"line Lab","","",""
"8643","2024-01-06","LibDem",10.08,1,"line LibDem","","",""
"8644","2024-01-06","UKIP",1.06,1,"line UKIP","","",""
"8645","2024-01-06","Green",5.35,1,"line Green","","",""
"8646","2024-01-06","SNP",2.67,1,"line SNP","","",""
"8647","2024-01-06","PLPW",1.01,1,"line PLPW","","",""
"8648","2024-01-06","BP",9.66,1,"line BP","","",""
"8649","2024-01-06","ChUK",NA,1,"line ChUK","","",""
"8650","2024-01-07","Con",25.36,1,"line Con","","",""
"8651","2024-01-07","Lab",44.05,1,"line Lab","","",""
"8652","2024-01-07","LibDem",10.06,1,"line LibDem","","",""
"8653","2024-01-07","UKIP",1.06,1,"line UKIP","","",""
"8654","2024-01-07","Green",5.34,1,"line Green","","",""
"8655","2024-01-07","SNP",2.84,1,"line SNP","","",""
"8656","2024-01-07","PLPW",1.01,1,"line PLPW","","",""
"8657","2024-01-07","BP",9.63,1,"line BP","","",""
"8658","2024-01-07","ChUK",NA,1,"line ChUK","","",""
"8659","2024-01-08","Con",25.21,1,"line Con","","",""
"8660","2024-01-08","Lab",44.07,1,"line Lab","","",""
"8661","2024-01-08","LibDem",10.05,1,"line LibDem","","",""
"8662","2024-01-08","UKIP",1.06,1,"line UKIP","","",""
"8663","2024-01-08","Green",5.48,1,"line Green","","",""
"8664","2024-01-08","SNP",2.9,1,"line SNP","","",""
"8665","2024-01-08","PLPW",1.01,1,"line PLPW","","",""
"8666","2024-01-08","BP",9.65,1,"line BP","","",""
"8667","2024-01-08","ChUK",NA,1,"line ChUK","","",""
"8668","2024-01-09","Con",25.07,1,"line Con","","",""
"8669","2024-01-09","Lab",44.09,1,"line Lab","","",""
"8670","2024-01-09","LibDem",10.04,1,"line LibDem","","",""
"8671","2024-01-09","UKIP",1.06,1,"line UKIP","","",""
"8672","2024-01-09","Green",5.61,1,"line Green","","",""
"8673","2024-01-09","SNP",2.96,1,"line SNP","","",""
"8674","2024-01-09","PLPW",1.01,1,"line PLPW","","",""
"8675","2024-01-09","BP",9.67,1,"line BP","","",""
"8676","2024-01-09","ChUK",NA,1,"line ChUK","","",""
"8677","2024-01-10","Con",24.92,1,"line Con","","",""
"8678","2024-01-10","Lab",44.11,1,"line Lab","","",""
"8679","2024-01-10","LibDem",10.03,1,"line LibDem","","",""
"8680","2024-01-10","UKIP",1.06,1,"line UKIP","","",""
"8681","2024-01-10","Green",5.75,1,"line Green","","",""
"8682","2024-01-10","SNP",3.02,1,"line SNP","","",""
"8683","2024-01-10","PLPW",1.01,1,"line PLPW","","",""
"8684","2024-01-10","BP",9.69,1,"line BP","","",""
"8685","2024-01-10","ChUK",NA,1,"line ChUK","","",""
"8686","2024-01-11","Con",24.77,1,"line Con","","",""
"8687","2024-01-11","Lab",44.13,1,"line Lab","","",""
"8688","2024-01-11","LibDem",10.02,1,"line LibDem","","",""
"8689","2024-01-11","UKIP",1.06,1,"line UKIP","","",""
"8690","2024-01-11","Green",5.88,1,"line Green","","",""
"8691","2024-01-11","SNP",3.09,1,"line SNP","","",""
"8692","2024-01-11","PLPW",1.01,1,"line PLPW","","",""
"8693","2024-01-11","BP",9.7,1,"line BP","","",""
"8694","2024-01-11","ChUK",NA,1,"line ChUK","","",""
"8695","2024-01-12","Con",24.82,1,"line Con","","",""
"8696","2024-01-12","Lab",44.11,1,"line Lab","","",""
"8697","2024-01-12","LibDem",10.13,1,"line LibDem","","",""
"8698","2024-01-12","UKIP",1.06,1,"line UKIP","","",""
"8699","2024-01-12","Green",5.68,1,"line Green","","",""
"8700","2024-01-12","SNP",3.2,1,"line SNP","","",""
"8701","2024-01-12","PLPW",1.01,1,"line PLPW","","",""
"8702","2024-01-12","BP",9.66,1,"line BP","","",""
"8703","2024-01-12","ChUK",NA,1,"line ChUK","","",""
"8704","2024-01-13","Con",24.82,1,"line Con","","",""
"8705","2024-01-13","Lab",44.21,1,"line Lab","","",""
"8706","2024-01-13","LibDem",10.09,1,"line LibDem","","",""
"8707","2024-01-13","UKIP",1.06,1,"line UKIP","","",""
"8708","2024-01-13","Green",5.5,1,"line Green","","",""
"8709","2024-01-13","SNP",3.13,1,"line SNP","","",""
"8710","2024-01-13","PLPW",1.01,1,"line PLPW","","",""
"8711","2024-01-13","BP",9.48,1,"line BP","","",""
"8712","2024-01-13","ChUK",NA,1,"line ChUK","","",""
"8713","2024-01-14","Con",24.82,1,"line Con","","",""
"8714","2024-01-14","Lab",44.3,1,"line Lab","","",""
"8715","2024-01-14","LibDem",10.05,1,"line LibDem","","",""
"8716","2024-01-14","UKIP",1.06,1,"line UKIP","","",""
"8717","2024-01-14","Green",5.33,1,"line Green","","",""
"8718","2024-01-14","SNP",3.05,1,"line SNP","","",""
"8719","2024-01-14","PLPW",1.01,1,"line PLPW","","",""
"8720","2024-01-14","BP",9.3,1,"line BP","","",""
"8721","2024-01-14","ChUK",NA,1,"line ChUK","","",""
"8722","2024-01-15","Con",24.69,1,"line Con","","",""
"8723","2024-01-15","Lab",44.41,1,"line Lab","","",""
"8724","2024-01-15","LibDem",9.91,1,"line LibDem","","",""
"8725","2024-01-15","UKIP",1.06,1,"line UKIP","","",""
"8726","2024-01-15","Green",5.55,1,"line Green","","",""
"8727","2024-01-15","SNP",3.02,1,"line SNP","","",""
"8728","2024-01-15","PLPW",1.01,1,"line PLPW","","",""
"8729","2024-01-15","BP",9.21,1,"line BP","","",""
"8730","2024-01-15","ChUK",NA,1,"line ChUK","","",""
"8731","2024-01-16","Con",24.4,1,"line Con","","",""
"8732","2024-01-16","Lab",44.55,1,"line Lab","","",""
"8733","2024-01-16","LibDem",9.76,1,"line LibDem","","",""
"8734","2024-01-16","UKIP",1.06,1,"line UKIP","","",""
"8735","2024-01-16","Green",5.68,1,"line Green","","",""
"8736","2024-01-16","SNP",2.99,1,"line SNP","","",""
"8737","2024-01-16","PLPW",1.01,1,"line PLPW","","",""
"8738","2024-01-16","BP",9.47,1,"line BP","","",""
"8739","2024-01-16","ChUK",NA,1,"line ChUK","","",""
"8740","2024-01-17","Con",24.1,1,"line Con","","",""
"8741","2024-01-17","Lab",44.68,1,"line Lab","","",""
"8742","2024-01-17","LibDem",9.61,1,"line LibDem","","",""
"8743","2024-01-17","UKIP",1.06,1,"line UKIP","","",""
"8744","2024-01-17","Green",5.82,1,"line Green","","",""
"8745","2024-01-17","SNP",2.95,1,"line SNP","","",""
"8746","2024-01-17","PLPW",1.01,1,"line PLPW","","",""
"8747","2024-01-17","BP",9.72,1,"line BP","","",""
"8748","2024-01-17","ChUK",NA,1,"line ChUK","","",""
"8749","2024-01-18","Con",24.07,1,"line Con","","",""
"8750","2024-01-18","Lab",44.72,1,"line Lab","","",""
"8751","2024-01-18","LibDem",9.69,1,"line LibDem","","",""
"8752","2024-01-18","UKIP",1.05,1,"line UKIP","","",""
"8753","2024-01-18","Green",5.77,1,"line Green","","",""
"8754","2024-01-18","SNP",2.91,1,"line SNP","","",""
"8755","2024-01-18","PLPW",1.01,1,"line PLPW","","",""
"8756","2024-01-18","BP",9.76,1,"line BP","","",""
"8757","2024-01-18","ChUK",NA,1,"line ChUK","","",""
"8758","2024-01-19","Con",23.99,1,"line Con","","",""
"8759","2024-01-19","Lab",44.81,1,"line Lab","","",""
"8760","2024-01-19","LibDem",9.64,1,"line LibDem","","",""
"8761","2024-01-19","UKIP",1.05,1,"line UKIP","","",""
"8762","2024-01-19","Green",5.69,1,"line Green","","",""
"8763","2024-01-19","SNP",2.83,1,"line SNP","","",""
"8764","2024-01-19","PLPW",1.01,1,"line PLPW","","",""
"8765","2024-01-19","BP",9.88,1,"line BP","","",""
"8766","2024-01-19","ChUK",NA,1,"line ChUK","","",""
