"","date","parties","value","size","name","firm","date_from","sample_size"
"6186","2023-04-08","LibDem",9.76,1,"line LibDem","","",""
"6187","2023-04-08","UKIP",1.44,1,"line UKIP","","",""
"6188","2023-04-08","Green",4.84,1,"line Green","","",""
"6189","2023-04-08","SNP",3.13,1,"line SNP","","",""
"6190","2023-04-08","PLPW",1.29,1,"line PLPW","","",""
"6191","2023-04-08","BP",5.98,1,"line BP","","",""
"6192","2023-04-08","ChUK",NA,1,"line ChUK","","",""
"6193","2023-04-09","Con",28.87,1,"line Con","","",""
"6194","2023-04-09","Lab",44.51,1,"line Lab","","",""
"6195","2023-04-09","LibDem",9.78,1,"line LibDem","","",""
"6196","2023-04-09","UKIP",1.4,1,"line UKIP","","",""
"6197","2023-04-09","Green",4.84,1,"line Green","","",""
"6198","2023-04-09","SNP",3.13,1,"line SNP","","",""
"6199","2023-04-09","PLPW",1.34,1,"line PLPW","","",""
"6200","2023-04-09","BP",5.96,1,"line BP","","",""
"6201","2023-04-09","ChUK",NA,1,"line ChUK","","",""
"6202","2023-04-10","Con",28.89,1,"line Con","","",""
"6203","2023-04-10","Lab",44.48,1,"line Lab","","",""
"6204","2023-04-10","LibDem",9.78,1,"line LibDem","","",""
"6205","2023-04-10","UKIP",1.36,1,"line UKIP","","",""
"6206","2023-04-10","Green",4.81,1,"line Green","","",""
"6207","2023-04-10","SNP",3.17,1,"line SNP","","",""
"6208","2023-04-10","PLPW",1.39,1,"line PLPW","","",""
"6209","2023-04-10","BP",5.94,1,"line BP","","",""
"6210","2023-04-10","ChUK",NA,1,"line ChUK","","",""
"6211","2023-04-11","Con",28.92,1,"line Con","","",""
"6212","2023-04-11","Lab",44.45,1,"line Lab","","",""
"6213","2023-04-11","LibDem",9.78,1,"line LibDem","","",""
"6214","2023-04-11","UKIP",1.31,1,"line UKIP","","",""
"6215","2023-04-11","Green",4.79,1,"line Green","","",""
"6216","2023-04-11","SNP",3.21,1,"line SNP","","",""
"6217","2023-04-11","PLPW",1.44,1,"line PLPW","","",""
"6218","2023-04-11","BP",5.92,1,"line BP","","",""
"6219","2023-04-11","ChUK",NA,1,"line ChUK","","",""
"6220","2023-04-12","Con",28.94,1,"line Con","","",""
"6221","2023-04-12","Lab",44.42,1,"line Lab","","",""
"6222","2023-04-12","LibDem",9.77,1,"line LibDem","","",""
"6223","2023-04-12","UKIP",1.27,1,"line UKIP","","",""
"6224","2023-04-12","Green",4.76,1,"line Green","","",""
"6225","2023-04-12","SNP",3.25,1,"line SNP","","",""
"6226","2023-04-12","PLPW",1.49,1,"line PLPW","","",""
"6227","2023-04-12","BP",5.89,1,"line BP","","",""
"6228","2023-04-12","ChUK",NA,1,"line ChUK","","",""
"6229","2023-04-13","Con",28.96,1,"line Con","","",""
"6230","2023-04-13","Lab",44.38,1,"line Lab","","",""
"6231","2023-04-13","LibDem",9.77,1,"line LibDem","","",""
"6232","2023-04-13","UKIP",1.22,1,"line UKIP","","",""
"6233","2023-04-13","Green",4.73,1,"line Green","","",""
"6234","2023-04-13","SNP",3.29,1,"line SNP","","",""
"6235","2023-04-13","PLPW",1.53,1,"line PLPW","","",""
"6236","2023-04-13","BP",5.87,1,"line BP","","",""
"6237","2023-04-13","ChUK",NA,1,"line ChUK","","",""
"6238","2023-04-14","Con",29.01,1,"line Con","","",""
"6239","2023-04-14","Lab",44.28,1,"line Lab","","",""
"6240","2023-04-14","LibDem",9.78,1,"line LibDem","","",""
"6241","2023-04-14","UKIP",1.18,1,"line UKIP","","",""
"6242","2023-04-14","Green",4.83,1,"line Green","","",""
"6243","2023-04-14","SNP",3.33,1,"line SNP","","",""
"6244","2023-04-14","PLPW",1.58,1,"line PLPW","","",""
"6245","2023-04-14","BP",5.76,1,"line BP","","",""
"6246","2023-04-14","ChUK",NA,1,"line ChUK","","",""
"6247","2023-04-15","Con",29.1,1,"line Con","","",""
"6248","2023-04-15","Lab",44.24,1,"line Lab","","",""
"6249","2023-04-15","LibDem",9.76,1,"line LibDem","","",""
"6250","2023-04-15","UKIP",1.14,1,"line UKIP","","",""
"6251","2023-04-15","Green",4.76,1,"line Green","","",""
"6252","2023-04-15","SNP",3.46,1,"line SNP","","",""
"6253","2023-04-15","PLPW",1.63,1,"line PLPW","","",""
"6254","2023-04-15","BP",5.41,1,"line BP","","",""
"6255","2023-04-15","ChUK",NA,1,"line ChUK","","",""
"6256","2023-04-16","Con",29.19,1,"line Con","","",""
"6257","2023-04-16","Lab",44.21,1,"line Lab","","",""
"6258","2023-04-16","LibDem",9.75,1,"line LibDem","","",""
"6259","2023-04-16","UKIP",1.09,1,"line UKIP","","",""
"6260","2023-04-16","Green",4.7,1,"line Green","","",""
"6261","2023-04-16","SNP",3.58,1,"line SNP","","",""
"6262","2023-04-16","PLPW",1.68,1,"line PLPW","","",""
"6263","2023-04-16","BP",5.06,1,"line BP","","",""
"6264","2023-04-16","ChUK",NA,1,"line ChUK","","",""
"6265","2023-04-17","Con",29.15,1,"line Con","","",""
"6266","2023-04-17","Lab",44.19,1,"line Lab","","",""
"6267","2023-04-17","LibDem",9.71,1,"line LibDem","","",""
"6268","2023-04-17","UKIP",1.05,1,"line UKIP","","",""
"6269","2023-04-17","Green",4.82,1,"line Green","","",""
"6270","2023-04-17","SNP",3.6,1,"line SNP","","",""
"6271","2023-04-17","PLPW",1.73,1,"line PLPW","","",""
"6272","2023-04-17","BP",4.99,1,"line BP","","",""
"6273","2023-04-17","ChUK",NA,1,"line ChUK","","",""
"6274","2023-04-18","Con",29.11,1,"line Con","","",""
"6275","2023-04-18","Lab",44.2,1,"line Lab","","",""
"6276","2023-04-18","LibDem",9.65,1,"line LibDem","","",""
"6277","2023-04-18","UKIP",1.05,1,"line UKIP","","",""
"6278","2023-04-18","Green",4.91,1,"line Green","","",""
"6279","2023-04-18","SNP",3.54,1,"line SNP","","",""
"6280","2023-04-18","PLPW",1.66,1,"line PLPW","","",""
"6281","2023-04-18","BP",5.13,1,"line BP","","",""
"6282","2023-04-18","ChUK",NA,1,"line ChUK","","",""
"6283","2023-04-19","Con",29.08,1,"line Con","","",""
"6284","2023-04-19","Lab",44.22,1,"line Lab","","",""
"6285","2023-04-19","LibDem",9.58,1,"line LibDem","","",""
"6286","2023-04-19","UKIP",1.05,1,"line UKIP","","",""
"6287","2023-04-19","Green",5,1,"line Green","","",""
"6288","2023-04-19","SNP",3.47,1,"line SNP","","",""
"6289","2023-04-19","PLPW",1.6,1,"line PLPW","","",""
"6290","2023-04-19","BP",5.28,1,"line BP","","",""
"6291","2023-04-19","ChUK",NA,1,"line ChUK","","",""
"6292","2023-04-20","Con",29.04,1,"line Con","","",""
"6293","2023-04-20","Lab",44.23,1,"line Lab","","",""
"6294","2023-04-20","LibDem",9.51,1,"line LibDem","","",""
"6295","2023-04-20","UKIP",1.05,1,"line UKIP","","",""
"6296","2023-04-20","Green",5.09,1,"line Green","","",""
"6297","2023-04-20","SNP",3.4,1,"line SNP","","",""
"6298","2023-04-20","PLPW",1.53,1,"line PLPW","","",""
"6299","2023-04-20","BP",5.42,1,"line BP","","",""
"6300","2023-04-20","ChUK",NA,1,"line ChUK","","",""
"6301","2023-04-21","Con",28.93,1,"line Con","","",""
"6302","2023-04-21","Lab",44.25,1,"line Lab","","",""
"6303","2023-04-21","LibDem",9.4,1,"line LibDem","","",""
"6304","2023-04-21","UKIP",1.05,1,"line UKIP","","",""
"6305","2023-04-21","Green",5.19,1,"line Green","","",""
"6306","2023-04-21","SNP",3.45,1,"line SNP","","",""
"6307","2023-04-21","PLPW",1.46,1,"line PLPW","","",""
"6308","2023-04-21","BP",5.64,1,"line BP","","",""
"6309","2023-04-21","ChUK",NA,1,"line ChUK","","",""
"6310","2023-04-22","Con",28.89,1,"line Con","","",""
"6311","2023-04-22","Lab",44.19,1,"line Lab","","",""
"6312","2023-04-22","LibDem",9.56,1,"line LibDem","","",""
"6313","2023-04-22","UKIP",1.05,1,"line UKIP","","",""
"6314","2023-04-22","Green",5.19,1,"line Green","","",""
"6315","2023-04-22","SNP",3.4,1,"line SNP","","",""
"6316","2023-04-22","PLPW",1.4,1,"line PLPW","","",""
"6317","2023-04-22","BP",5.7,1,"line BP","","",""
"6318","2023-04-22","ChUK",NA,1,"line ChUK","","",""
"6319","2023-04-23","Con",28.85,1,"line Con","","",""
"6320","2023-04-23","Lab",44.13,1,"line Lab","","",""
"6321","2023-04-23","LibDem",9.72,1,"line LibDem","","",""
"6322","2023-04-23","UKIP",1.05,1,"line UKIP","","",""
"6323","2023-04-23","Green",5.19,1,"line Green","","",""
"6324","2023-04-23","SNP",3.35,1,"line SNP","","",""
"6325","2023-04-23","PLPW",1.33,1,"line PLPW","","",""
"6326","2023-04-23","BP",5.77,1,"line BP","","",""
"6327","2023-04-23","ChUK",NA,1,"line ChUK","","",""
"6328","2023-04-24","Con",28.8,1,"line Con","","",""
"6329","2023-04-24","Lab",44.08,1,"line Lab","","",""
"6330","2023-04-24","LibDem",9.76,1,"line LibDem","","",""
"6331","2023-04-24","UKIP",1.05,1,"line UKIP","","",""
"6332","2023-04-24","Green",5.23,1,"line Green","","",""
"6333","2023-04-24","SNP",3.41,1,"line SNP","","",""
"6334","2023-04-24","PLPW",1.26,1,"line PLPW","","",""
"6335","2023-04-24","BP",5.79,1,"line BP","","",""
"6336","2023-04-24","ChUK",NA,1,"line ChUK","","",""
"6337","2023-04-25","Con",28.76,1,"line Con","","",""
"6338","2023-04-25","Lab",44.03,1,"line Lab","","",""
"6339","2023-04-25","LibDem",9.79,1,"line LibDem","","",""
"6340","2023-04-25","UKIP",1.05,1,"line UKIP","","",""
"6341","2023-04-25","Green",5.26,1,"line Green","","",""
"6342","2023-04-25","SNP",3.47,1,"line SNP","","",""
"6343","2023-04-25","PLPW",1.2,1,"line PLPW","","",""
"6344","2023-04-25","BP",5.81,1,"line BP","","",""
"6345","2023-04-25","ChUK",NA,1,"line ChUK","","",""
"6346","2023-04-26","Con",28.71,1,"line Con","","",""
"6347","2023-04-26","Lab",43.97,1,"line Lab","","",""
"6348","2023-04-26","LibDem",9.82,1,"line LibDem","","",""
"6349","2023-04-26","UKIP",1.05,1,"line UKIP","","",""
"6350","2023-04-26","Green",5.3,1,"line Green","","",""
"6351","2023-04-26","SNP",3.54,1,"line SNP","","",""
"6352","2023-04-26","PLPW",1.13,1,"line PLPW","","",""
"6353","2023-04-26","BP",5.83,1,"line BP","","",""
"6354","2023-04-26","ChUK",NA,1,"line ChUK","","",""
"6355","2023-04-27","Con",28.61,1,"line Con","","",""
"6356","2023-04-27","Lab",43.95,1,"line Lab","","",""
"6357","2023-04-27","LibDem",9.94,1,"line LibDem","","",""
"6358","2023-04-27","UKIP",1.05,1,"line UKIP","","",""
"6359","2023-04-27","Green",5.39,1,"line Green","","",""
"6360","2023-04-27","SNP",3.5,1,"line SNP","","",""
"6361","2023-04-27","PLPW",1.06,1,"line PLPW","","",""
"6362","2023-04-27","BP",6,1,"line BP","","",""
"6363","2023-04-27","ChUK",NA,1,"line ChUK","","",""
"6364","2023-04-28","Con",28.54,1,"line Con","","",""
"6365","2023-04-28","Lab",44.05,1,"line Lab","","",""
"6366","2023-04-28","LibDem",10.03,1,"line LibDem","","",""
"6367","2023-04-28","UKIP",1.05,1,"line UKIP","","",""
"6368","2023-04-28","Green",5.25,1,"line Green","","",""
"6369","2023-04-28","SNP",3.44,1,"line SNP","","",""
"6370","2023-04-28","PLPW",1.06,1,"line PLPW","","",""
"6371","2023-04-28","BP",6.01,1,"line BP","","",""
"6372","2023-04-28","ChUK",NA,1,"line ChUK","","",""
"6373","2023-04-29","Con",28.58,1,"line Con","","",""
"6374","2023-04-29","Lab",44.13,1,"line Lab","","",""
"6375","2023-04-29","LibDem",10.13,1,"line LibDem","","",""
"6376","2023-04-29","UKIP",1.05,1,"line UKIP","","",""
"6377","2023-04-29","Green",4.79,1,"line Green","","",""
"6378","2023-04-29","SNP",3.35,1,"line SNP","","",""
"6379","2023-04-29","PLPW",1.06,1,"line PLPW","","",""
"6380","2023-04-29","BP",5.88,1,"line BP","","",""
"6381","2023-04-29","ChUK",NA,1,"line ChUK","","",""
"6382","2023-04-30","Con",28.63,1,"line Con","","",""
"6383","2023-04-30","Lab",44.2,1,"line Lab","","",""
"6384","2023-04-30","LibDem",10.22,1,"line LibDem","","",""
"6385","2023-04-30","UKIP",1.05,1,"line UKIP","","",""
"6386","2023-04-30","Green",4.33,1,"line Green","","",""
"6387","2023-04-30","SNP",3.26,1,"line SNP","","",""
"6388","2023-04-30","PLPW",1.05,1,"line PLPW","","",""
"6389","2023-04-30","BP",5.76,1,"line BP","","",""
"6390","2023-04-30","ChUK",NA,1,"line ChUK","","",""
"6391","2023-05-01","Con",28.58,1,"line Con","","",""
"6392","2023-05-01","Lab",44.25,1,"line Lab","","",""
"6393","2023-05-01","LibDem",10.26,1,"line LibDem","","",""
"6394","2023-05-01","UKIP",1.05,1,"line UKIP","","",""
"6395","2023-05-01","Green",4.39,1,"line Green","","",""
"6396","2023-05-01","SNP",3.32,1,"line SNP","","",""
"6397","2023-05-01","PLPW",1.05,1,"line PLPW","","",""
"6398","2023-05-01","BP",5.56,1,"line BP","","",""
"6399","2023-05-01","ChUK",NA,1,"line ChUK","","",""
"6400","2023-05-02","Con",28.54,1,"line Con","","",""
"6401","2023-05-02","Lab",44.3,1,"line Lab","","",""
"6402","2023-05-02","LibDem",10.31,1,"line LibDem","","",""
"6403","2023-05-02","UKIP",1.05,1,"line UKIP","","",""
"6404","2023-05-02","Green",4.44,1,"line Green","","",""
"6405","2023-05-02","SNP",3.39,1,"line SNP","","",""
"6406","2023-05-02","PLPW",1.05,1,"line PLPW","","",""
"6407","2023-05-02","BP",5.36,1,"line BP","","",""
"6408","2023-05-02","ChUK",NA,1,"line ChUK","","",""
"6409","2023-05-03","Con",28.47,1,"line Con","","",""
"6410","2023-05-03","Lab",44.36,1,"line Lab","","",""
"6411","2023-05-03","LibDem",10.29,1,"line LibDem","","",""
"6412","2023-05-03","UKIP",1.04,1,"line UKIP","","",""
"6413","2023-05-03","Green",4.6,1,"line Green","","",""
"6414","2023-05-03","SNP",3.32,1,"line SNP","","",""
"6415","2023-05-03","PLPW",1.04,1,"line PLPW","","",""
"6416","2023-05-03","BP",5.45,1,"line BP","","",""
"6417","2023-05-03","ChUK",NA,1,"line ChUK","","",""
"6418","2023-05-04","Con",28.39,1,"line Con","","",""
"6419","2023-05-04","Lab",44.44,1,"line Lab","","",""
"6420","2023-05-04","LibDem",10.22,1,"line LibDem","","",""
"6421","2023-05-04","UKIP",1.04,1,"line UKIP","","",""
"6422","2023-05-04","Green",4.68,1,"line Green","","",""
"6423","2023-05-04","SNP",3.35,1,"line SNP","","",""
"6424","2023-05-04","PLPW",1.04,1,"line PLPW","","",""
"6425","2023-05-04","BP",5.46,1,"line BP","","",""
"6426","2023-05-04","ChUK",NA,1,"line ChUK","","",""
"6427","2023-05-05","Con",28.3,1,"line Con","","",""
"6428","2023-05-05","Lab",44.51,1,"line Lab","","",""
"6429","2023-05-05","LibDem",10.14,1,"line LibDem","","",""
"6430","2023-05-05","UKIP",1.04,1,"line UKIP","","",""
"6431","2023-05-05","Green",4.76,1,"line Green","","",""
"6432","2023-05-05","SNP",3.37,1,"line SNP","","",""
"6433","2023-05-05","PLPW",1.04,1,"line PLPW","","",""
"6434","2023-05-05","BP",5.48,1,"line BP","","",""
"6435","2023-05-05","ChUK",NA,1,"line ChUK","","",""
"6436","2023-05-06","Con",28.26,1,"line Con","","",""
"6437","2023-05-06","Lab",44.48,1,"line Lab","","",""
"6438","2023-05-06","LibDem",10.43,1,"line LibDem","","",""
"6439","2023-05-06","UKIP",1.04,1,"line UKIP","","",""
"6440","2023-05-06","Green",4.67,1,"line Green","","",""
"6441","2023-05-06","SNP",3.28,1,"line SNP","","",""
"6442","2023-05-06","PLPW",1.04,1,"line PLPW","","",""
"6443","2023-05-06","BP",5.42,1,"line BP","","",""
"6444","2023-05-06","ChUK",NA,1,"line ChUK","","",""
"6445","2023-05-07","Con",28.23,1,"line Con","","",""
"6446","2023-05-07","Lab",44.44,1,"line Lab","","",""
"6447","2023-05-07","LibDem",10.72,1,"line LibDem","","",""
"6448","2023-05-07","UKIP",1.04,1,"line UKIP","","",""
"6449","2023-05-07","Green",4.58,1,"line Green","","",""
"6450","2023-05-07","SNP",3.18,1,"line SNP","","",""
"6451","2023-05-07","PLPW",1.03,1,"line PLPW","","",""
"6452","2023-05-07","BP",5.36,1,"line BP","","",""
"6453","2023-05-07","ChUK",NA,1,"line ChUK","","",""
"6454","2023-05-08","Con",28.15,1,"line Con","","",""
"6455","2023-05-08","Lab",44.55,1,"line Lab","","",""
"6456","2023-05-08","LibDem",10.63,1,"line LibDem","","",""
"6457","2023-05-08","UKIP",1.04,1,"line UKIP","","",""
"6458","2023-05-08","Green",4.65,1,"line Green","","",""
"6459","2023-05-08","SNP",3.14,1,"line SNP","","",""
"6460","2023-05-08","PLPW",1.03,1,"line PLPW","","",""
"6461","2023-05-08","BP",5.38,1,"line BP","","",""
"6462","2023-05-08","ChUK",NA,1,"line ChUK","","",""
"6463","2023-05-09","Con",28.08,1,"line Con","","",""
"6464","2023-05-09","Lab",44.66,1,"line Lab","","",""
"6465","2023-05-09","LibDem",10.53,1,"line LibDem","","",""
"6466","2023-05-09","UKIP",1.04,1,"line UKIP","","",""
"6467","2023-05-09","Green",4.71,1,"line Green","","",""
"6468","2023-05-09","SNP",3.11,1,"line SNP","","",""
"6469","2023-05-09","PLPW",1.03,1,"line PLPW","","",""
"6470","2023-05-09","BP",5.39,1,"line BP","","",""
"6471","2023-05-09","ChUK",NA,1,"line ChUK","","",""
"6472","2023-05-10","Con",28.01,1,"line Con","","",""
"6473","2023-05-10","Lab",44.69,1,"line Lab","","",""
"6474","2023-05-10","LibDem",10.59,1,"line LibDem","","",""
"6475","2023-05-10","UKIP",1.04,1,"line UKIP","","",""
"6476","2023-05-10","Green",4.72,1,"line Green","","",""
"6477","2023-05-10","SNP",3.1,1,"line SNP","","",""
"6478","2023-05-10","PLPW",1.03,1,"line PLPW","","",""
"6479","2023-05-10","BP",5.48,1,"line BP","","",""
"6480","2023-05-10","ChUK",NA,1,"line ChUK","","",""
"6481","2023-05-11","Con",27.94,1,"line Con","","",""
"6482","2023-05-11","Lab",44.72,1,"line Lab","","",""
"6483","2023-05-11","LibDem",10.65,1,"line LibDem","","",""
"6484","2023-05-11","UKIP",1.04,1,"line UKIP","","",""
"6485","2023-05-11","Green",4.74,1,"line Green","","",""
"6486","2023-05-11","SNP",3.09,1,"line SNP","","",""
"6487","2023-05-11","PLPW",1.02,1,"line PLPW","","",""
"6488","2023-05-11","BP",5.56,1,"line BP","","",""
"6489","2023-05-11","ChUK",NA,1,"line ChUK","","",""
"6490","2023-05-12","Con",27.87,1,"line Con","","",""
"6491","2023-05-12","Lab",44.74,1,"line Lab","","",""
"6492","2023-05-12","LibDem",10.67,1,"line LibDem","","",""
"6493","2023-05-12","UKIP",1.04,1,"line UKIP","","",""
"6494","2023-05-12","Green",4.7,1,"line Green","","",""
"6495","2023-05-12","SNP",3.12,1,"line SNP","","",""
"6496","2023-05-12","PLPW",1.02,1,"line PLPW","","",""
"6497","2023-05-12","BP",5.75,1,"line BP","","",""
"6498","2023-05-12","ChUK",NA,1,"line ChUK","","",""
"6499","2023-05-13","Con",27.89,1,"line Con","","",""
"6500","2023-05-13","Lab",44.64,1,"line Lab","","",""
"6501","2023-05-13","LibDem",10.72,1,"line LibDem","","",""
"6502","2023-05-13","UKIP",1.04,1,"line UKIP","","",""
"6503","2023-05-13","Green",4.72,1,"line Green","","",""
"6504","2023-05-13","SNP",3.21,1,"line SNP","","",""
"6505","2023-05-13","PLPW",1.02,1,"line PLPW","","",""
"6506","2023-05-13","BP",5.85,1,"line BP","","",""
"6507","2023-05-13","ChUK",NA,1,"line ChUK","","",""
"6508","2023-05-14","Con",27.91,1,"line Con","","",""
"6509","2023-05-14","Lab",44.53,1,"line Lab","","",""
"6510","2023-05-14","LibDem",10.77,1,"line LibDem","","",""
"6511","2023-05-14","UKIP",1.04,1,"line UKIP","","",""
"6512","2023-05-14","Green",4.74,1,"line Green","","",""
"6513","2023-05-14","SNP",3.3,1,"line SNP","","",""
"6514","2023-05-14","PLPW",1.01,1,"line PLPW","","",""
"6515","2023-05-14","BP",5.96,1,"line BP","","",""
"6516","2023-05-14","ChUK",NA,1,"line ChUK","","",""
"6517","2023-05-15","Con",27.92,1,"line Con","","",""
"6518","2023-05-15","Lab",44.53,1,"line Lab","","",""
"6519","2023-05-15","LibDem",10.79,1,"line LibDem","","",""
"6520","2023-05-15","UKIP",1.04,1,"line UKIP","","",""
"6521","2023-05-15","Green",4.7,1,"line Green","","",""
"6522","2023-05-15","SNP",3.22,1,"line SNP","","",""
"6523","2023-05-15","PLPW",1.01,1,"line PLPW","","",""
"6524","2023-05-15","BP",5.79,1,"line BP","","",""
"6525","2023-05-15","ChUK",NA,1,"line ChUK","","",""
"6526","2023-05-16","Con",27.89,1,"line Con","","",""
"6527","2023-05-16","Lab",44.52,1,"line Lab","","",""
"6528","2023-05-16","LibDem",10.72,1,"line LibDem","","",""
"6529","2023-05-16","UKIP",1.04,1,"line UKIP","","",""
"6530","2023-05-16","Green",4.82,1,"line Green","","",""
"6531","2023-05-16","SNP",3.19,1,"line SNP","","",""
"6532","2023-05-16","PLPW",1.01,1,"line PLPW","","",""
"6533","2023-05-16","BP",5.76,1,"line BP","","",""
"6534","2023-05-16","ChUK",NA,1,"line ChUK","","",""
"6535","2023-05-17","Con",27.86,1,"line Con","","",""
"6536","2023-05-17","Lab",44.5,1,"line Lab","","",""
"6537","2023-05-17","LibDem",10.65,1,"line LibDem","","",""
"6538","2023-05-17","UKIP",1.04,1,"line UKIP","","",""
"6539","2023-05-17","Green",4.93,1,"line Green","","",""
"6540","2023-05-17","SNP",3.17,1,"line SNP","","",""
"6541","2023-05-17","PLPW",1.01,1,"line PLPW","","",""
"6542","2023-05-17","BP",5.73,1,"line BP","","",""
"6543","2023-05-17","ChUK",NA,1,"line ChUK","","",""
"6544","2023-05-18","Con",27.84,1,"line Con","","",""
"6545","2023-05-18","Lab",44.49,1,"line Lab","","",""
"6546","2023-05-18","LibDem",10.58,1,"line LibDem","","",""
"6547","2023-05-18","UKIP",1.04,1,"line UKIP","","",""
"6548","2023-05-18","Green",5.05,1,"line Green","","",""
"6549","2023-05-18","SNP",3.15,1,"line SNP","","",""
"6550","2023-05-18","PLPW",1,1,"line PLPW","","",""
"6551","2023-05-18","BP",5.7,1,"line BP","","",""
"6552","2023-05-18","ChUK",NA,1,"line ChUK","","",""
"6553","2023-05-19","Con",28.01,1,"line Con","","",""
"6554","2023-05-19","Lab",44.44,1,"line Lab","","",""
"6555","2023-05-19","LibDem",10.57,1,"line LibDem","","",""
"6556","2023-05-19","UKIP",1.04,1,"line UKIP","","",""
"6557","2023-05-19","Green",4.8,1,"line Green","","",""
"6558","2023-05-19","SNP",3.25,1,"line SNP","","",""
"6559","2023-05-19","PLPW",1,1,"line PLPW","","",""
"6560","2023-05-19","BP",5.51,1,"line BP","","",""
"6561","2023-05-19","ChUK",NA,1,"line ChUK","","",""
"6562","2023-05-20","Con",28.19,1,"line Con","","",""
"6563","2023-05-20","Lab",44.39,1,"line Lab","","",""
